FEATURE,UFI,REGNO,REGNAME,AGE_CLASS,MAIN_AGE,APROX_AREA,LANDFORMS,STRATIG,IGNEOUS,REG_META,DEFORMATN,MINDEPS,GEODX_REF
GR_UNIT,"124","34",Galilee Region,Palaeozoic to Mesozoic,Carboniferous to Triassic,"40000","Low dissected tablelands; alluvial plains","Late Carboniferous to Triassic fluvial and lacustrine sediments; maximum thickness about 3000 m",None,None,Gentle folding,"Major coal deposits; minor oil and gas shows","82/22420; 84/24330"
GR_UNIT,"125","70",Pilbara Region,Archaean,Archaean,"52000","Dissected plateaus;  hills and ridges; undulating plains; alluvial plains",Belts of Archaean mafic and minor felsic volcanics and clastic sediments with  chert and banded iron formation,"Archaean mafic and felsic volcanics; felsic intrusives; layered mafic-ultramafic intrusives",Low to medium grade,Tight to open folding,"Major gold, zinc, copper, silver, platinum group elements, nickel, vanadium, chromium, molybdenum, tantalum, tin, titanium, iron, gem deposits","84/24583; 98/29117; 98/29075"
GR_UNIT,"126","28",Drummond Region,Palaeozoic,Devonian to Carboniferous,"39000","Rugged hills; low rounded hills; dissected rocky plains","Late Devonian shallow-marine sediments and feslic and minor intermediate volcanics; overlain unconformably by Early Carboniferous fluvial and lacustrine sediments and felsic volcanics; maximum thickness about 13 000 m",Early Carboniferous felsic volcanics,None,Gentle to moderate folding,Major gold-silver deposits,84/24330
GR_UNIT,"127","19",Carnarvon Region,Palaeozoic to Cainozoic,Silurian to Tertiary,"122000","Dissected plateaus;  sand plains and dune fields; alluvial plains","Continental Silurian sediments; overlain by Devonian deltaic and Carboniferous shallow-marine sediments, Permian glacial, fluvioglacial, and shallow-marine sediments, and Triassic to Tertiary marine and continental sediments; about 12 000 m thick",Late Permian-Early Triassic felsic volcanics (in drill hole),None,"Moderate folding; extensive faulting","Major salt deposit, major uranium deposit; major oil and gas deposits offshore",98/29115
GR_UNIT,"128","70",Pilbara Region,Archaean,Archaean,"52000","Dissected plateaus;  hills and ridges; undulating plains; alluvial plains",Belts of Archaean mafic and minor felsic volcanics and clastic sediments with  chert and banded iron formation,"Archaean mafic and felsic volcanics; felsic intrusives; layered mafic-ultramafic intrusives",Low to medium grade,Tight to open folding,"Major gold, zinc, copper, silver, platinum group elements, nickel, vanadium, chromium, molybdenum, tantalum, tin, titanium, iron, gem deposits","84/24583; 98/29117; 98/29075"
GR_UNIT,"129","70",Pilbara Region,Archaean,Archaean,"52000","Dissected plateaus;  hills and ridges; undulating plains; alluvial plains",Belts of Archaean mafic and minor felsic volcanics and clastic sediments with  chert and banded iron formation,"Archaean mafic and felsic volcanics; felsic intrusives; layered mafic-ultramafic intrusives",Low to medium grade,Tight to open folding,"Major gold, zinc, copper, silver, platinum group elements, nickel, vanadium, chromium, molybdenum, tantalum, tin, titanium, iron, gem deposits","84/24583; 98/29117; 98/29075"
GR_UNIT,"130","106",Proserpine Region,Palaeozoic to Mesozoic,Silurian to Triassic,"106000","Mountain ranges; dissected plateaus; hills and ridges; narow plains","Late Silurian to Middle Triassic shelf and trough sediments,    continental sediments, and felsic to mafic volcanics","Late Silurian to Early Permian volcanics, mainly intermediate; Late Carboniferous and Triassic felsic intrusives; Permian ultramafic intrusives",Mainly low grade,"Devonian folding; faulting","Major gold, copper, silver, lead, zinc, tin, tungsten, molybdenum, uranium,nickel, iron, manganese, mineral sands, magnesite deposits",84/24330
GR_UNIT,"131","70",Pilbara Region,Archaean,Archaean,"52000","Dissected plateaus;  hills and ridges; undulating plains; alluvial plains",Belts of Archaean mafic and minor felsic volcanics and clastic sediments with  chert and banded iron formation,"Archaean mafic and felsic volcanics; felsic intrusives; layered mafic-ultramafic intrusives",Low to medium grade,Tight to open folding,"Major gold, zinc, copper, silver, platinum group elements, nickel, vanadium, chromium, molybdenum, tantalum, tin, titanium, iron, gem deposits","84/24583; 98/29117; 98/29075"
GR_UNIT,"132","70",Pilbara Region,Archaean,Archaean,"52000","Dissected plateaus;  hills and ridges; undulating plains; alluvial plains",Belts of Archaean mafic and minor felsic volcanics and clastic sediments with  chert and banded iron formation,"Archaean mafic and felsic volcanics; felsic intrusives; layered mafic-ultramafic intrusives",Low to medium grade,Tight to open folding,"Major gold, zinc, copper, silver, platinum group elements, nickel, vanadium, chromium, molybdenum, tantalum, tin, titanium, iron, gem deposits","84/24583; 98/29117; 98/29075"
GR_UNIT,"133","9",Arunta Region,Proterozoic,Palaeoproterozoic to Mesoproterozoic,"196000","Mountain ranges; hills and ridges; sand plains with dune fields;  alluvial plains with salt lakes","Palaeoproterozoic sediments and volcanics  metamorphosed to schist, quartzite, gneiss, amphibolite, marble, and felsic and mafic granulite; overlain unconformably by Neoproterozoic sediments","Palaeoproterozoic and Mesoproterozoic felsic to mafic volcanics and intrusives; minor ultramafic intrusives",Low to high grade,"Strongly deformed in several periods during Proterozoic; Late Palaeozoic folding and faulting, including thrusting","Major gold, tungsten and molybdenum deposits; minor gold, zinc, lead, copper, tin, tungsten, uranium, mica, beryl, and ruby deposits",98/29081
GR_UNIT,"134","70",Pilbara Region,Archaean,Archaean,"52000","Dissected plateaus;  hills and ridges; undulating plains; alluvial plains",Belts of Archaean mafic and minor felsic volcanics and clastic sediments with  chert and banded iron formation,"Archaean mafic and felsic volcanics; felsic intrusives; layered mafic-ultramafic intrusives",Low to medium grade,Tight to open folding,"Major gold, zinc, copper, silver, platinum group elements, nickel, vanadium, chromium, molybdenum, tantalum, tin, titanium, iron, gem deposits","84/24583; 98/29117; 98/29075"
GR_UNIT,"135","67",Paterson Region,Proterozoic,Palaeoproterozoic to Neoproterozoic,"39000","Low dissected tablelands; sand plain","Palaeoproterozoic gneissic complex overlain by quartzite and schist; overlain by ?Mesoproterozoic sediments, overlain by Neoproterozoic sediments Also Permian glacial sediments",Palaeozoic to Neoproterozoic felsic and minor mafic intrusives,Medium to high grade,"Multiple folding in basement complex; open folding in younger sediments","Major gold, copper and uranium deposits",98/27078
GR_UNIT,"136","19",Carnarvon Region,Palaeozoic to Cainozoic,Silurian to Tertiary,"122000","Dissected plateaus;  sand plains and dune fields; alluvial plains","Continental Silurian sediments; overlain by Devonian deltaic and Carboniferous shallow-marine sediments, Permian glacial, fluvioglacial, and shallow-marine sediments, and Triassic to Tertiary marine and continental sediments; about 12 000 m thick",Late Permian-Early Triassic felsic volcanics (in drill hole),None,"Moderate folding; extensive faulting","Major salt deposit, major uranium deposit; major oil and gas deposits offshore",98/29115
GR_UNIT,"137","70",Pilbara Region,Archaean,Archaean,"52000","Dissected plateaus;  hills and ridges; undulating plains; alluvial plains",Belts of Archaean mafic and minor felsic volcanics and clastic sediments with  chert and banded iron formation,"Archaean mafic and felsic volcanics; felsic intrusives; layered mafic-ultramafic intrusives",Low to medium grade,Tight to open folding,"Major gold, zinc, copper, silver, platinum group elements, nickel, vanadium, chromium, molybdenum, tantalum, tin, titanium, iron, gem deposits","84/24583; 98/29117; 98/29075"
GR_UNIT,"138","41",Hamersley Region,Archaean to Proterozoic,Archaean to Palaeoproterozoic,"91000","Dissected plateaus;  ridges; plains","Archaean to Palaeoproterozoic sequence of clastic sediments, dolomite and banded iron formation and mafic and felsic volcanics; maximum thickness about 6000 m",Archaean to Palaeoproterozoic mafic and minor felsic volcanics and intrusives,Low to very low grade,"Gentle folding in north; in south, tighter folding in south; normal faulting","Major iron, manganese, copper, gold, silver, lead, and uranium deposits",98/29119
GR_UNIT,"139","6",Anakie Region,Palaeozoic,Ordovician,"11000",Hills and ridges,"Ordovician mica schist, slate, siltstone, sandstone, marble, mafic volcanics, and serpentinite; overlain unconformably by siltstone and carbonates",Ordovician mafic volcanics and ultramafic intrusives,Mainly low grade,Complex folding,Major gold deposit,84/24330
GR_UNIT,"140","19",Carnarvon Region,Palaeozoic to Cainozoic,Silurian to Tertiary,"122000","Dissected plateaus;  sand plains and dune fields; alluvial plains","Continental Silurian sediments; overlain by Devonian deltaic and Carboniferous shallow-marine sediments, Permian glacial, fluvioglacial, and shallow-marine sediments, and Triassic to Tertiary marine and continental sediments; about 12 000 m thick",Late Permian-Early Triassic felsic volcanics (in drill hole),None,"Moderate folding; extensive faulting","Major salt deposit, major uranium deposit; major oil and gas deposits offshore",98/29115
GR_UNIT,"141","95",Burke River Region,Proterozoic to Palaeozoic,Neoproterozoic to Ordovician,"6000","Low mesas and cuestas; sand plains","Neoproterozoic glacial sediments overlain by Cambrian to Ordovician shallow marine sediments, including carbonates; maximum thickness about 1000 m",None,None,"Open faulting; faulting",Major phosphate deposit,B219
GR_UNIT,"142","106",Proserpine Region,Palaeozoic to Mesozoic,Silurian to Triassic,"106000","Mountain ranges; dissected plateaus; hills and ridges; narow plains","Late Silurian to Middle Triassic shelf and trough sediments,    continental sediments, and felsic to mafic volcanics","Late Silurian to Early Permian volcanics, mainly intermediate; Late Carboniferous and Triassic felsic intrusives; Permian ultramafic intrusives",Mainly low grade,"Devonian folding; faulting","Major gold, copper, silver, lead, zinc, tin, tungsten, molybdenum, uranium,nickel, iron, manganese, mineral sands, magnesite deposits",84/24330
GR_UNIT,"143","112",Ashburton Region,Proterozoic,Palaeoproterozoic,"33000","Low ridges and plateaus; sand plains","Palaeoproterozoic quartz sandstone overlain by mafic volcanics and dolomite, deltaic and marine clastic sediments, dolomite, and at top, mudstone and sandstone with minor conglomerate, banded ironstone, and mafic to felsic volcanics; up to 12000m thick",Palaeoproterozoic mafic and felsic volcanics,Low to very low grade,Open to tight folding,"Major copper, lead, silver, uranium deposits",98/29121
GR_UNIT,"144","106",Proserpine Region,Palaeozoic to Mesozoic,Silurian to Triassic,"106000","Mountain ranges; dissected plateaus; hills and ridges; narow plains","Late Silurian to Middle Triassic shelf and trough sediments,    continental sediments, and felsic to mafic volcanics","Late Silurian to Early Permian volcanics, mainly intermediate; Late Carboniferous and Triassic felsic intrusives; Permian ultramafic intrusives",Mainly low grade,"Devonian folding; faulting","Major gold, copper, silver, lead, zinc, tin, tungsten, molybdenum, uranium,nickel, iron, manganese, mineral sands, magnesite deposits",84/24330
GR_UNIT,"145","29",Duaringa Region,Cainozoic,Eocene,"5000","Low dissected tablelands; alluvial plains","Eocene lacustrine and fluvial sediments, including oil shale; minor interlayed  mafic volcanics; maximum thickness about 1300 m",Eocene mafic volcanics,None,None,Minor oil shale deposits,84/24330
GR_UNIT,"146","106",Proserpine Region,Palaeozoic to Mesozoic,Silurian to Triassic,"106000","Mountain ranges; dissected plateaus; hills and ridges; narow plains","Late Silurian to Middle Triassic shelf and trough sediments,    continental sediments, and felsic to mafic volcanics","Late Silurian to Early Permian volcanics, mainly intermediate; Late Carboniferous and Triassic felsic intrusives; Permian ultramafic intrusives",Mainly low grade,"Devonian folding; faulting","Major gold, copper, silver, lead, zinc, tin, tungsten, molybdenum, uranium,nickel, iron, manganese, mineral sands, magnesite deposits",84/24330
GR_UNIT,"147","11",Bangemall Region,Proterozoic,Mesoproterozoic,"75000","Dissected low plateaus; ridges; sand plains","Mesoproterozoic sequence of lagoonal and shallow-marine sediments, including carbonates; minor fluvial clastic sediments; very minor felsic volcanics; up to 8000 m thick","Mesoproterozoic  felsic volcanics;  mafic sills and dykes",Low to very low grade,"Broad, open folding in east; tighter folding in west","Major lead-copper-silver-gold-barium deposit; minor gold, lead, zinc, copper, manganese, and phosphate deposits","98/28098; 98/29109"
GR_UNIT,"148","106",Proserpine Region,Palaeozoic to Mesozoic,Silurian to Triassic,"106000","Mountain ranges; dissected plateaus; hills and ridges; narow plains","Late Silurian to Middle Triassic shelf and trough sediments,    continental sediments, and felsic to mafic volcanics","Late Silurian to Early Permian volcanics, mainly intermediate; Late Carboniferous and Triassic felsic intrusives; Permian ultramafic intrusives",Mainly low grade,"Devonian folding; faulting","Major gold, copper, silver, lead, zinc, tin, tungsten, molybdenum, uranium,nickel, iron, manganese, mineral sands, magnesite deposits",84/24330
GR_UNIT,"149","79",Styx Region,Mesozoic,Early Cretaceous,"1000","Alluvial plains; coastal swamps; low ridges","Early Cretaceous continental sequence of sandstone, siltstone, shale and coal; maximum thickness 390 m",None,None,Mild folding and faulting,Minor coal seams,84/24330
GR_UNIT,"150","61",Ngalia Region,Proterozoic to Palaeozoic,Neoproterozoic to Carboniferous,"13000","Steep ridges and cuestas at margins; sand plains","Neoproterozoic sandstone and carbonates overlain by fluvioglacial sediments; ovcrlain by Cambrian and Ordovician sediments, including carbonates; overlain by Devonian to Carboniferous fluvial sediments; maximum thickness about 5000 m",None,None,"Open to tight folding and moderate faulting, including thrusting, in north","Major and minor uranium deposits; minor copper and lead occurrences","B212; 98/29125"
GR_UNIT,"151","106",Proserpine Region,Palaeozoic to Mesozoic,Silurian to Triassic,"106000","Mountain ranges; dissected plateaus; hills and ridges; narow plains","Late Silurian to Middle Triassic shelf and trough sediments,    continental sediments, and felsic to mafic volcanics","Late Silurian to Early Permian volcanics, mainly intermediate; Late Carboniferous and Triassic felsic intrusives; Permian ultramafic intrusives",Mainly low grade,"Devonian folding; faulting","Major gold, copper, silver, lead, zinc, tin, tungsten, molybdenum, uranium,nickel, iron, manganese, mineral sands, magnesite deposits",84/24330
GR_UNIT,"152","106",Proserpine Region,Palaeozoic to Mesozoic,Silurian to Triassic,"106000","Mountain ranges; dissected plateaus; hills and ridges; narow plains","Late Silurian to Middle Triassic shelf and trough sediments,    continental sediments, and felsic to mafic volcanics","Late Silurian to Early Permian volcanics, mainly intermediate; Late Carboniferous and Triassic felsic intrusives; Permian ultramafic intrusives",Mainly low grade,"Devonian folding; faulting","Major gold, copper, silver, lead, zinc, tin, tungsten, molybdenum, uranium,nickel, iron, manganese, mineral sands, magnesite deposits",84/24330
GR_UNIT,"153","107",Savory Region,Proterozoic,Neoproterozoic,"57000","Dune fields; low hills, ridges, and dissected plateaus","Mesoproterozoic sediments overlian by Neoproterozoic sequence of fluvial to shallow marine sandstone, conglomerate, and siltstone with dolomite at base (in east) and glacigene marine  sediments near top",Neoproterozoic mafic intrusives,None,"Open folds; complex faulting in north and west",No mineral deposits known,94/27641
GR_UNIT,"154","79",Styx Region,Mesozoic,Early Cretaceous,"1000","Alluvial plains; coastal swamps; low ridges","Early Cretaceous continental sequence of sandstone, siltstone, shale and coal; maximum thickness 390 m",None,None,Mild folding and faulting,Minor coal seams,84/24330
GR_UNIT,"155","79",Styx Region,Mesozoic,Early Cretaceous,"1000","Alluvial plains; coastal swamps; low ridges","Early Cretaceous continental sequence of sandstone, siltstone, shale and coal; maximum thickness 390 m",None,None,Mild folding and faulting,Minor coal seams,84/24330
GR_UNIT,"156","4",Amadeus Region,Proterozoic to Palaeozoic,Neoproterozoic to Carboniferous,"152000","Long ridges in north; sand plains, dune fields, salt lakes, and stony lowlands in south","Neoproterozoic shelf, lagoonal, and continental sediments with minor mafic volcanics near base and glacial sediments near top;  overlain by Cambrian to Carboniferous continental and shallow marine sediments, including evaporites; up to 10 000 m thick",Neoproterozoic mafic volcanics,Low grade along northern margin,"Folding and thrusting, with nappes, along northern and southern margins; later faulting","Major oil and gas fields, and uranium deposits; minor copper, lead, and zinc occurrences","B100; 98/29124"
GR_UNIT,"157","35",Gascoyne Region,Proterozoic,Palaeoproterozoic,"24000",Plains and low ridges,"Palaeoproterozoic schistose and migmatitic metasediments; less metamorphosed sediments in north, including carbonates, with mafic volcanics","Palaeoproterozoic mafic volcanics; felsic intrusives","Low grade in north; medium to high grade to south",Complex folding,"Major uranium deposit;  beryllium, niobium, and tantalum occurrences in pegmatites",98/29123R[+R[-35]C-30]C
GR_UNIT,"158","64",Officer Region,Proterozoic to Mesozoic,Neoproterozoic to Cretaceous,"315000","Dune fields and sand plains; stony plains in north","Neoproterozoic sediments, including evaporites and glacials; overlain by Cambrian mafic volcanics, evaporites, carbonates, and clastic sediments, Devonian red beds, Permian glacials, and Cretaceous shallow-marine sediments; up to 6000 m thick",Cambrian mafic volcanics,None,"Generally gentle folding and faulting; Proterozoic to Early Cambrian diapiric evaporite intrusives","Minor oil, gas and  evaporite occurrences",B206
GR_UNIT,"159","106",Proserpine Region,Palaeozoic to Mesozoic,Silurian to Triassic,"106000","Mountain ranges; dissected plateaus; hills and ridges; narow plains","Late Silurian to Middle Triassic shelf and trough sediments,    continental sediments, and felsic to mafic volcanics","Late Silurian to Early Permian volcanics, mainly intermediate; Late Carboniferous and Triassic felsic intrusives; Permian ultramafic intrusives",Mainly low grade,"Devonian folding; faulting","Major gold, copper, silver, lead, zinc, tin, tungsten, molybdenum, uranium,nickel, iron, manganese, mineral sands, magnesite deposits",84/24330
GR_UNIT,"160","82",Sylvania Region,Archaean,Archaean,"5000","Undulating sand plains; low rocky hills","Archaean metasediments and felsic, mafic and ultramafic volcanics","Archaean felsic, mafic and ultramafic volcanics and intrusives",Mainly low to medium grade,Complex folding and faulting,"Minor gold, copper, chromium deposits",98/29118
GR_UNIT,"161","94",Bresnahan Region,Proterozoic,Palaeoproterozoic,"4000","Low hills; sandplain","Palaeoproterozoic basal conglomerate and overlying sandstone and minor siltstone; up to 4000 m thick",Palaeoproterozoic mafic intrusives (sills),Very low grade,"Broad foldings; faulting",No mineal deposits known,98/29108
GR_UNIT,"162","106",Proserpine Region,Palaeozoic to Mesozoic,Silurian to Triassic,"106000","Mountain ranges; dissected plateaus; hills and ridges; narow plains","Late Silurian to Middle Triassic shelf and trough sediments,    continental sediments, and felsic to mafic volcanics","Late Silurian to Early Permian volcanics, mainly intermediate; Late Carboniferous and Triassic felsic intrusives; Permian ultramafic intrusives",Mainly low grade,"Devonian folding; faulting","Major gold, copper, silver, lead, zinc, tin, tungsten, molybdenum, uranium,nickel, iron, manganese, mineral sands, magnesite deposits",84/24330
GR_UNIT,"163","106",Proserpine Region,Palaeozoic to Mesozoic,Silurian to Triassic,"106000","Mountain ranges; dissected plateaus; hills and ridges; narow plains","Late Silurian to Middle Triassic shelf and trough sediments,    continental sediments, and felsic to mafic volcanics","Late Silurian to Early Permian volcanics, mainly intermediate; Late Carboniferous and Triassic felsic intrusives; Permian ultramafic intrusives",Mainly low grade,"Devonian folding; faulting","Major gold, copper, silver, lead, zinc, tin, tungsten, molybdenum, uranium,nickel, iron, manganese, mineral sands, magnesite deposits",84/24330
GR_UNIT,"164","106",Proserpine Region,Palaeozoic to Mesozoic,Silurian to Triassic,"106000","Mountain ranges; dissected plateaus; hills and ridges; narow plains","Late Silurian to Middle Triassic shelf and trough sediments,    continental sediments, and felsic to mafic volcanics","Late Silurian to Early Permian volcanics, mainly intermediate; Late Carboniferous and Triassic felsic intrusives; Permian ultramafic intrusives",Mainly low grade,"Devonian folding; faulting","Major gold, copper, silver, lead, zinc, tin, tungsten, molybdenum, uranium,nickel, iron, manganese, mineral sands, magnesite deposits",84/24330
GR_UNIT,"165","106",Proserpine Region,Palaeozoic to Mesozoic,Silurian to Triassic,"106000","Mountain ranges; dissected plateaus; hills and ridges; narow plains","Late Silurian to Middle Triassic shelf and trough sediments,    continental sediments, and felsic to mafic volcanics","Late Silurian to Early Permian volcanics, mainly intermediate; Late Carboniferous and Triassic felsic intrusives; Permian ultramafic intrusives",Mainly low grade,"Devonian folding; faulting","Major gold, copper, silver, lead, zinc, tin, tungsten, molybdenum, uranium,nickel, iron, manganese, mineral sands, magnesite deposits",84/24330
GR_UNIT,"166","106",Proserpine Region,Palaeozoic to Mesozoic,Silurian to Triassic,"106000","Mountain ranges; dissected plateaus; hills and ridges; narow plains","Late Silurian to Middle Triassic shelf and trough sediments,    continental sediments, and felsic to mafic volcanics","Late Silurian to Early Permian volcanics, mainly intermediate; Late Carboniferous and Triassic felsic intrusives; Permian ultramafic intrusives",Mainly low grade,"Devonian folding; faulting","Major gold, copper, silver, lead, zinc, tin, tungsten, molybdenum, uranium,nickel, iron, manganese, mineral sands, magnesite deposits",84/24330
GR_UNIT,"167","51",Maryborough Region,Mesozoic to Cainozoic,Jurassic to Early Cainozoic,"11000",Lowlands with sand dunes,"Late Jurassic continental sediments; overlain unconformably by Early Cretaceous intermediate to felsic volcanics and tuffaceous sediments and deltaic and shallow-marine sediments; maximum thickness about 7500 m",Early Cretaceous intermediate to felsic volcanics,None,Moderate folding and faulting,"Major mineral sand deposits; minor coal and natural gas deposits",84/24330
GR_UNIT,"168","80",Surat Region,Mesozoic,Jurassic to Cretaceous,"257000","Low plateaus; sand and clay plains","Jurassic fluvial and lacustrine sediments overlain conformably by Cretaceous fluvial and shallow-marine sediments; maximum thickness about 2500 m",None,None,Mild folding and faulting,"Major coal, opal deposits; minor hydrocarbons",B166
GR_UNIT,"169","68",Pedirka Region,Palaeozoic,Late Carboniferous to Permian,"2000","Dune fields; low ridges",Late Palaeozoic continental glacial and fluvioglacial sediments and overlying fluvial sediments,None,None,Open folding,Minor coal deposits,98/29077
GR_UNIT,"170","58",Musgrave Region,Proterozoic,Mesoproterozoic,"128000","Hills and ridges; tablelands; sand plains",Mesoproterozoic metamorphic complex,"Mesoproterozoic felsic, mafic and ultramafic intrusives",High to very high-grade,"Complex multistage deformation; major thrusting","Major nickel-cobalt deposit; minor nickel, vanadium, and uranium occurrences","94/27985; 98/29076"
GR_UNIT,"171","51",Maryborough Region,Mesozoic to Cainozoic,Jurassic to Early Cainozoic,"11000",Lowlands with sand dunes,"Late Jurassic continental sediments; overlain unconformably by Early Cretaceous intermediate to felsic volcanics and tuffaceous sediments and deltaic and shallow-marine sediments; maximum thickness about 7500 m",Early Cretaceous intermediate to felsic volcanics,None,Moderate folding and faulting,"Major mineral sand deposits; minor coal and natural gas deposits",84/24330
GR_UNIT,"172","93",Yilgarn Region,Archaean,Archaean,"624000","Sand plains; low hills and ridges; breakaways; salt lakes; dune fields","Archaean sequences (greenstone belts) of fine to coarse clastic sediments, chert, and felsic, mafic and ultramafic volcanics Also overlying Permian sediments, including coal","Archaean felsic, mafic and ultramafic volcanics; felsic intrusives; layered mafic-ultramafic intrusives",Low to high grade,Complex folding in greenstone belts,"Major gold, nickel, cobalt, copper, silver, zinc, lead, uranium, platinum group elements, tin, tungsten, molybdenum, tantalum, lithium,  vanadium, titanium, manganese, iron, bauxite, phosphate, coal deposits",98/29116
GR_UNIT,"173","19",Carnarvon Region,Palaeozoic to Cainozoic,Silurian to Tertiary,"122000","Dissected plateaus;  sand plains and dune fields; alluvial plains","Continental Silurian sediments; overlain by Devonian deltaic and Carboniferous shallow-marine sediments, Permian glacial, fluvioglacial, and shallow-marine sediments, and Triassic to Tertiary marine and continental sediments; about 12 000 m thick",Late Permian-Early Triassic felsic volcanics (in drill hole),None,"Moderate folding; extensive faulting","Major salt deposit, major uranium deposit; major oil and gas deposits offshore",98/29115
GR_UNIT,"174","103",Marymia Region,Archaean,Archaean,"5000","Sand plains; low hills","Archaean 'greenstone' belts consisting of fine to coarse clastic sediments, chert, and felsic, mafic and ultramafic volcanics","Archaean felsic, mafic and ultramafic volcanics; felsic intrusives",Low grade,Complex folding in greenstone belts,"Major gold, copper, silver deposits",98/29120
GR_UNIT,"175","19",Carnarvon Region,Palaeozoic to Cainozoic,Silurian to Tertiary,"122000","Dissected plateaus;  sand plains and dune fields; alluvial plains","Continental Silurian sediments; overlain by Devonian deltaic and Carboniferous shallow-marine sediments, Permian glacial, fluvioglacial, and shallow-marine sediments, and Triassic to Tertiary marine and continental sediments; about 12 000 m thick",Late Permian-Early Triassic felsic volcanics (in drill hole),None,"Moderate folding; extensive faulting","Major salt deposit, major uranium deposit; major oil and gas deposits offshore",98/29115
GR_UNIT,"176","59",Nabberu Region,Proterozoic,Palaeoproterozoic,"58000","Tablelands; plains; salt lakes; dune fields","Palaeoproterozoic sequences of mainly clastic sediments, with carbonates and ironstones, and minor mafic volcanics, lying unconformably on Archaean basement; maximum thickness about 6000 m",Palaeoproterozoic mafic volcanics in west,Low to very low grade,Mainly gentle folding and moderate faulting,"Major gold, copper, silver and manganese deposits","87/25853; 98/29120"
GR_UNIT,"177","51",Maryborough Region,Mesozoic to Cainozoic,Jurassic to Early Cainozoic,"11000",Lowlands with sand dunes,"Late Jurassic continental sediments; overlain unconformably by Early Cretaceous intermediate to felsic volcanics and tuffaceous sediments and deltaic and shallow-marine sediments; maximum thickness about 7500 m",Early Cretaceous intermediate to felsic volcanics,None,Moderate folding and faulting,"Major mineral sand deposits; minor coal and natural gas deposits",84/24330
GR_UNIT,"178","19",Carnarvon Region,Palaeozoic to Cainozoic,Silurian to Tertiary,"122000","Dissected plateaus;  sand plains and dune fields; alluvial plains","Continental Silurian sediments; overlain by Devonian deltaic and Carboniferous shallow-marine sediments, Permian glacial, fluvioglacial, and shallow-marine sediments, and Triassic to Tertiary marine and continental sediments; about 12 000 m thick",Late Permian-Early Triassic felsic volcanics (in drill hole),None,"Moderate folding; extensive faulting","Major salt deposit, major uranium deposit; major oil and gas deposits offshore",98/29115
GR_UNIT,"179","19",Carnarvon Region,Palaeozoic to Cainozoic,Silurian to Tertiary,"122000","Dissected plateaus;  sand plains and dune fields; alluvial plains","Continental Silurian sediments; overlain by Devonian deltaic and Carboniferous shallow-marine sediments, Permian glacial, fluvioglacial, and shallow-marine sediments, and Triassic to Tertiary marine and continental sediments; about 12 000 m thick",Late Permian-Early Triassic felsic volcanics (in drill hole),None,"Moderate folding; extensive faulting","Major salt deposit, major uranium deposit; major oil and gas deposits offshore",98/29115
GR_UNIT,"180","21",Clarence-Moreton Region,Mesozoic,Late Triassic to Tertiary,"45000","Hills and ridges, plains","Late Triassic to Early Cretaceous fluvial and lacustrine sediments with Jurassic mafic volcanics and Late Triassic and Middle to Late Jurassic coal; up to about 3000 m thick",Jurassic mafic volcanics Also Tertiary mafic volcanics and  intrusives,None,"Gentle to moderate local folding; moderate faulting","Major coal deposits; traces of hydrocarbons",98/29074
GR_UNIT,"181","106",Proserpine Region,Palaeozoic to Mesozoic,Silurian to Triassic,"106000","Mountain ranges; dissected plateaus; hills and ridges; narow plains","Late Silurian to Middle Triassic shelf and trough sediments,    continental sediments, and felsic to mafic volcanics","Late Silurian to Early Permian volcanics, mainly intermediate; Late Carboniferous and Triassic felsic intrusives; Permian ultramafic intrusives",Mainly low grade,"Devonian folding; faulting","Major gold, copper, silver, lead, zinc, tin, tungsten, molybdenum, uranium,nickel, iron, manganese, mineral sands, magnesite deposits",84/24330
GR_UNIT,"182","106",Proserpine Region,Palaeozoic to Mesozoic,Silurian to Triassic,"106000","Mountain ranges; dissected plateaus; hills and ridges; narow plains","Late Silurian to Middle Triassic shelf and trough sediments,    continental sediments, and felsic to mafic volcanics","Late Silurian to Early Permian volcanics, mainly intermediate; Late Carboniferous and Triassic felsic intrusives; Permian ultramafic intrusives",Mainly low grade,"Devonian folding; faulting","Major gold, copper, silver, lead, zinc, tin, tungsten, molybdenum, uranium,nickel, iron, manganese, mineral sands, magnesite deposits",84/24330
GR_UNIT,"183","62",Northampton Region,Proterozoic,Proterozoic,"4000","Low dissected plateaus; sand plains",Metamorphic complex probably including metasediments,"Felsic intrusives;  cross-cutting mafic intrusives",High grade,Open folding,"Major copper, silver, gold, zinc and lead deposits",98/29105
GR_UNIT,"184","106",Proserpine Region,Palaeozoic to Mesozoic,Silurian to Triassic,"106000","Mountain ranges; dissected plateaus; hills and ridges; narow plains","Late Silurian to Middle Triassic shelf and trough sediments,    continental sediments, and felsic to mafic volcanics","Late Silurian to Early Permian volcanics, mainly intermediate; Late Carboniferous and Triassic felsic intrusives; Permian ultramafic intrusives",Mainly low grade,"Devonian folding; faulting","Major gold, copper, silver, lead, zinc, tin, tungsten, molybdenum, uranium,nickel, iron, manganese, mineral sands, magnesite deposits",84/24330
